StationNumber,Latitude,Longitude,SampleDatetime,RiverSubBasinCode,100923 PH (FIELD) pH units,80558 OXYGEN DISSOLVED (FIELD METER) mg/L,100924 SPECIFIC CONDUCTANCE (FIELD) uS/cm,100925 TEMPERATURE WATER deg C,Year,Month,Elevation,Slope,LC_5km,NDVI,Temperature,Precipitation,RP_count
AB07AC0015,54.0121,-116.96656,2021-09-29 11:00:00,07AC,8.12,10.83,407.1,8.75,2021,9,864.2140503,1.843506694,9.0,0.228,10.7,19.9,0
AB05DC0021,52.36861,-116.29889,2021-09-22 14:00:00,05DC,7.85,9.92,438.0,7.45,2021,9,1289.550903,8.337956429,9.0,0.31,9.6,35.1,0
AB05BM0590,50.77313,-112.84547,2021-09-08 10:40:00,05BM,8.48,9.03,360.0,16.26,2021,9,812.2988281,1.346238852,8.0,0.202,13.5,23.8,0
AB05BH0010,51.18306,-114.48708,2021-09-01 11:00:00,05BH,8.33,8.33,284.0,13.61,2021,9,1120.670044,1.814611316,8.0,0.34,10.9,12.8,40
AB05BM0010,50.82575,-113.44211,2021-09-09 10:55:00,05BM,8.5,9.76,366.0,15.17,2021,9,909.9938965,1.647593737,12.0,0.202,12.7,9.7,0
AB05BN0010,50.04786,-111.59199,2021-09-14 10:40:00,05BN,8.53,9.58,378.0,15.9,2021,9,700.5982666,2.371221304,8.0,0.138,14.9,13.4,0
AB05DD0030,52.9125,-115.35556,2021-09-21 10:15:00,05DD,7.89,10.15,318.7,12.21,2021,9,901.1685791,17.25786209,9.0,0.31,11.7,34.7,16
AB05DB0010,52.34444,-114.93611,2021-09-21 15:00:00,05DB,8.18,10.94,456.4,11.21,2021,9,967.4539185,2.230130196,11.0,0.31,10.5,27.1,0
AB05DA0015,52.17111,-116.48028,2021-09-22 13:15:00,05DA,7.77,10.03,362.0,7.25,2021,9,1320.257202,4.071202755,9.0,0.31,9.6,35.1,0
AB05BN0070,50.43056,-112.22778,2021-09-15 10:45:00,05BN,8.41,10.12,485.0,14.38,2021,9,743.7490845,1.661196709,7.0,0.198,14.3,9.0,0
AB05DF0030,53.33722,-113.8175,2021-09-20 10:30:00,05DF,7.86,10.01,952.4,10.06,2021,9,653.0944824,9.210365295,12.0,0.31,11.9,35.9,0
AB05BM0620,50.83456,-112.76286,2021-09-08 09:40:00,05BM,8.06,8.19,480.0,15.55,2021,9,823.2521973,5.082017899,12.0,0.202,13.5,23.8,0
AB05BJ0450,51.04483,-114.04194,2021-09-01 13:15:00,05BJ,8.32,10.06,397.0,15.38,2021,9,1040.355713,0.6929245,13.0,0.34,12.9,14.5,146
AB05AG0140,49.96502,-112.08198,2021-09-28 11:10:00,05AG,8.49,10.42,1272.0,13.39,2021,9,742.4788818,4.60358572,8.0,0.171,15.1,20.0,0
AB05BK0070,50.90524,-114.01095,2021-09-09 12:50:00,05BK,8.2,9.83,857.0,16.43,2021,9,996.562561,0.661587059,13.0,0.322,13.6,6.4,0
AB05BG0090,51.28261,-114.83739,2021-09-01 08:55:00,05BG,8.13,10.0,334.0,8.19,2021,9,1258.355103,5.491668701,9.0,0.34,11.8,22.2,0
AB05BL0490,50.78231,-113.82586,2021-09-09 09:50:00,05BL,8.42,9.51,389.0,15.21,2021,9,964.1889648,7.267912865,12.0,0.322,13.6,6.4,0
AB05BL0210,50.60126,-113.85801,2021-09-09 08:55:00,05BL,8.31,8.76,363.0,13.63,2021,9,1030.83728,1.431239724,12.0,0.322,12.8,4.0,48
AB05BH0040,51.18386,-114.49894,2021-09-01 10:20:00,05BH,8.25,9.79,373.0,12.02,2021,9,1126.768921,2.931699038,8.0,0.34,10.9,12.8,40
AB07BK0125,55.20667,-114.1225,2021-09-13 13:10:00,07BK,8.31,10.14,202.0,15.76,2021,9,561.3552856,1.418970466,9.0,0.331,11.5,31.0,0
AB07BK0125,55.20667,-114.1225,2021-09-13 13:10:00,07BK,8.31,10.14,202.0,15.76,2021,9,561.3552856,1.418970466,9.0,0.331,11.0,8.2,0
AB05AC0190,50.13183,-113.13732,2021-09-27 12:30:00,05AC,8.76,12.14,431.0,15.13,2021,9,900.1089478,0.301615566,12.0,0.171,13.3,11.9,0
AB05AC0100,50.3531,-113.54371,2021-09-27 10:25:00,05AC,8.23,9.66,383.0,12.89,2021,9,968.0073242,2.200503826,12.0,0.171,13.1,12.0,0
AB05AC0175,50.22533,-113.39758,2021-09-27 11:40:00,05AC,8.54,9.9,380.0,14.96,2021,9,943.9644165,2.929008245,12.0,0.244,13.1,12.0,0
AB05AC0320,49.90167,-112.50667,2021-09-28 12:20:00,05AC,8.56,10.5,347.0,13.9,2021,9,769.3374023,0.632007778,8.0,0.171,13.9,42.5,0
AB07AG0345,54.01297,-115.84156,2021-09-29 13:40:00,07AG,8.17,11.17,397.7,15.53,2021,9,728.62854,0.22421129,10.0,0.228,10.6,36.2,0
AB07AA0007,52.864,-118.10589,2021-09-20 15:20:00,07AA,7.7,10.85,216.0,6.69,2021,9,1040.0,5.445439816,9.0,0.28,10.5,48.4,0
AB11AA0070,49.14541,-111.30734,2021-09-16 09:30:00,11AA,8.19,10.93,251.0,11.62,2021,9,881.9883423,0.03737447,5.0,0.138,15.2,12.1,0
AB05DE0155,53.24778,-114.70639,2021-09-15 14:40:00,05DE,8.21,9.77,498.4,15.69,2021,9,739.3805542,0.838869512,10.0,0.329,11.8,77.2,6
AB05AC0160,50.252,-113.55347,2021-09-27 11:00:00,05AC,8.4,9.74,366.0,13.44,2021,9,984.7982788,0.530075252,12.0,0.244,13.1,12.0,5
AB05BN0130,50.22243,-112.09794,2021-09-15 12:15:00,05BN,8.29,10.27,418.0,13.88,2021,9,735.1934204,0.899481297,12.0,0.198,14.3,9.0,0
AB05DD0200,52.81917,-115.51306,2021-09-21 10:30:00,05DD,7.93,10.47,375.0,7.63,2021,9,925.3668823,2.678363085,9.0,0.31,11.7,34.7,0
AB05DC0050,52.34808,-114.98176,2021-09-21 13:55:00,05DC,8.0,9.73,251.7,12.24,2021,9,964.1829834,3.627049446,9.0,0.31,10.5,27.1,0
AB05DF0010,53.36889,-113.75139,2021-09-07 10:00:00,05DF,8.08,9.43,291.0,14.97,2021,9,629.4031982,5.696750641,10.0,0.346,11.2,19.3,0
AB05EC0010,53.99092,-112.47592,2021-09-15 11:45:00,05EC,8.45,9.71,316.0,15.04,2021,9,563.9403687,3.655014753,12.0,0.356,11.9,14.3,0
AB05DC0025,52.45381,-115.75947,2021-09-21 12:45:00,05DC,8.22,9.91,240.9,10.78,2021,9,1124.740723,1.479706287,9.0,0.31,9.6,35.1,0
AB05DA0010,52.00167,-116.47306,2021-09-22 08:45:00,05DA,7.33,10.04,221.2,6.45,2021,9,1345.765015,0.853013396,8.0,0.31,9.6,35.1,0
AB05BH0370,51.04725,-114.01958,2021-09-09 13:35:00,05BH,8.47,12.4,1287.0,15.8,2021,9,1039.732056,1.713881373,13.0,0.322,12.9,14.5,137
AB05AD0010,49.7017,-112.86624,2021-09-22 12:00:00,05AD,8.48,10.14,308.0,13.99,2021,9,821.6375732,0.320869893,12.0,0.191,14.6,13.1,23
AB05AG0010,49.96166,-112.0847,2021-09-28 10:25:00,05AG,8.51,9.69,362.0,14.45,2021,9,730.2318115,6.907430649,8.0,0.171,15.1,20.0,0
AB05AA1595,49.55748,-113.82139,2021-09-21 12:35:00,05AA,8.57,10.32,272.0,15.57,2021,9,1038.801025,0.36166653,8.0,0.28,13.9,9.6,0
AB07HA0230,56.65639,-117.14667,2021-09-16 11:00:00,07HA,8.29,10.01,239.0,12.47,2021,9,295.2075195,0.64292568,9.0,0.331,11.5,34.0,0
AB07HF0010,58.40444,-116.12806,2021-09-14 11:40:00,07HF,8.07,9.09,244.0,14.89,2021,9,252.863327,0.007821891,12.0,0.331,10.8,47.3,0
AB07FD0135,56.09319,-117.56608,2021-09-13 12:45:00,07FD,8.27,9.94,206.0,14.03,2021,9,321.2747498,3.074247122,8.0,0.331,11.6,16.4,0
AB07BC0025,54.44931,-113.99236,2021-09-13 11:45:00,07BC,8.2,9.18,222.0,15.72,2021,9,598.786499,0.701555371,12.0,0.356,10.5,19.0,0
AB05AA0480,49.54628,-113.79454,2021-09-21 11:00:00,05AA,8.39,10.87,407.0,10.37,2021,9,1038.515015,1.410951257,8.0,0.28,13.9,9.6,0
AB05AA0440,49.48194,-113.96861,2021-09-21 10:25:00,05AA,8.3,10.42,413.0,8.86,2021,9,1164.126099,7.901593208,12.0,0.28,12.8,8.1,0
AB05BM0145,50.84501,-113.96185,2021-09-09 11:50:00,05BM,8.08,9.26,1045.0,13.93,2021,9,982.5825806,0.520932436,9.0,0.322,13.6,6.4,0
AB05DC0040,52.36833,-115.42028,2021-09-21 14:45:00,05DC,8.06,9.9,442.0,10.06,2021,9,1055.168457,6.556444168,9.0,0.31,10.5,27.1,0
AB05CC0010,52.26722,-113.86361,2021-09-01 09:30:00,05CC,8.31,9.62,357.0,13.79,2021,9,864.8457031,1.969523072,12.0,0.355,11.7,10.1,15
AB05CD0375,51.65056,-112.90306,2021-09-01 14:00:00,05CD,8.35,9.03,352.0,15.7,2021,9,690.7446899,1.986792326,12.0,0.225,12.5,1.5,0
AB05CD0250,52.30548,-113.07658,2021-09-01 12:00:00,05CD,8.44,10.25,356.0,15.09,2021,9,748.2609253,3.251692772,12.0,0.355,12.5,24.0,21
AB05CA0050,51.79583,-114.635,2021-09-01 07:30:00,05CA,8.15,9.69,370.0,9.69,2021,9,1094.240356,0.29720214,8.0,0.34,12.0,25.2,11
AB05CJ0070,50.83861,-111.17667,2021-09-02 10:00:00,05CJ,8.29,9.63,385.0,14.97,2021,9,620.0371094,0.77273196,8.0,0.154,14.5,8.4,0
AB05EC0065,53.89667,-112.99556,2021-09-13 14:30:00,05EC,8.4,10.84,609.0,13.76,2021,9,597.2590942,1.01536572,9.0,0.329,14.3,37.4,0
AB05DE0015,53.05222,-115.05083,2021-09-15 12:30:00,05DE,8.42,9.53,442.6,14.02,2021,9,775.7210083,1.993286729,10.0,0.329,11.7,34.7,0
AB05AH0020,50.02756,-110.63783,2021-09-13 12:00:00,05AH,8.65,12.42,497.0,15.7,2021,9,658.3436279,1.809375167,8.0,0.138,15.5,10.2,0
AB07AH0005,54.2012,-115.7796,2021-09-29 13:00:00,07AH,8.1,10.7,328.6,9.51,2021,9,734.8890381,0.414509088,10.0,0.228,10.6,36.2,13
AB05AH0050,50.02964,-110.64606,2021-09-13 12:30:00,05AH,8.28,9.92,366.0,15.42,2021,9,658.0493164,0.251512021,8.0,0.138,15.5,10.2,0
AB05BL0470,50.71595,-113.86003,2021-09-09 09:00:00,05BL,8.21,8.76,422.0,12.26,2021,9,1006.582642,0.844795227,12.0,0.322,13.6,6.4,0
AB05BL1440,50.69683,-114.23583,2021-09-09 10:15:00,05BL,8.23,8.71,372.0,11.22,2021,9,1164.171631,2.187244892,10.0,0.322,11.6,4.1,0
AB05DA0025,52.05167,-116.39306,2021-09-22 10:00:00,05DA,7.67,10.52,325.0,5.93,2021,9,1337.332764,4.522583008,9.0,0.31,9.6,35.1,0
AB07GJ0010,55.71556,-117.62194,2021-09-13 11:00:00,07GJ,8.21,9.38,308.0,14.87,2021,9,375.9607239,1.002419353,10.0,0.331,11.9,52.1,0
AB05AJ0060,50.04292,-110.72608,2021-09-13 11:30:00,05AJ,8.31,9.59,354.0,16.65,2021,9,656.0934448,1.23671627,8.0,0.138,15.5,10.2,47
AB05AK0990,50.10475,-110.69114,2021-09-13 13:20:00,05AK,8.41,9.55,361.0,17.58,2021,9,647.6986084,2.392420769,5.0,0.138,15.5,10.2,31
AB05AE0070,49.58889,-112.88056,2021-09-22 10:40:00,05AE,8.46,10.52,269.0,11.84,2021,9,846.6937256,1.446081042,8.0,0.191,14.3,16.6,0
AB05DF0020,53.31111,-114.05139,2021-09-20 09:10:00,05DF,8.26,9.11,751.4,11.34,2021,9,650.2253418,2.354493618,12.0,0.31,11.9,35.9,0
AB05EA0025,53.83278,-113.28278,2021-09-13 15:05:00,05EA,8.12,12.82,1323.0,17.37,2021,9,624.8803711,0.565884769,12.0,0.329,14.3,37.4,0
AB07AA0005,52.217,-117.2342,2021-09-20 13:40:00,07AA,8.05,10.53,173.6,3.98,2021,9,1945.055298,5.338360786,5.0,0.28,9.6,35.1,0
AB05DE2000,53.35194,-114.65972,2021-09-15 13:55:00,05DE,8.03,7.97,729.2,14.46,2021,9,722.1881104,0.508582652,12.0,0.329,11.8,77.2,0
AB05BN0065,50.14928,-111.66558,2021-09-14 12:00:00,05BN,8.35,8.56,445.0,16.56,2021,9,722.8248901,0.478637516,8.0,0.198,14.5,10.5,0
AB05EE0530,53.65127,-110.34401,2021-09-13 11:00:00,05EE,7.98,9.74,805.0,12.43,2021,9,509.3190308,2.055208683,12.0,0.236,12.3,14.9,0
AB05BG0100,51.28283,-114.83731,2021-09-01 09:15:00,05BG,8.26,9.92,353.0,8.99,2021,9,1258.355103,5.491668701,9.0,0.34,11.8,22.2,0
AB07GE0165,55.13667,-118.30833,2021-09-21 10:30:00,07GE,8.14,10.18,325.0,11.11,2021,9,487.345459,0.68732971,10.0,0.268,11.0,20.2,0
AB07GE0020,55.07194,-118.80472,2021-09-21 12:30:00,07GE,8.17,10.39,290.0,10.97,2021,9,521.3369751,0.863822103,10.0,0.268,11.4,29.4,7
AB05AD0190,49.43028,-113.49583,2021-09-20 10:00:00,05AD,8.26,11.95,238.0,9.13,2021,9,1041.878418,4.099010468,12.0,0.28,14.4,18.3,0
AB05DF0840,53.3,-113.97972,2021-09-20 09:35:00,05DF,7.8,4.93,808.0,10.65,2021,9,689.203064,0.644878209,12.0,0.31,11.9,35.9,0
AB05DF0260,53.48361,-113.55444,2021-09-20 11:30:00,05DF,7.89,10.34,861.7,10.03,2021,9,626.4703369,1.999163032,13.0,0.31,13.5,24.9,22
AB05AB0260,49.75255,-113.40351,2021-09-22 14:00:00,05AB,8.48,9.88,509.0,13.89,2021,9,930.1911011,2.844059706,12.0,0.28,14.0,10.5,5
AB07DD0010,58.38278,-111.51778,2021-10-05 08:15:00,07DD,8.08,11.03,323.2,8.13,2021,10,221.0250397,1.331387877,10.0,0.206,3.6,8.2,0
AB07DD0010,58.38278,-111.51778,2021-10-05 08:15:00,07DD,8.08,11.03,323.2,8.13,2021,10,221.0250397,1.331387877,10.0,0.206,3.7,7.8,0
AB07BD0010,54.43222,-114.48333,2021-10-13 09:50:00,07BD,7.66,11.78,312.6,4.5,2021,10,580.3129883,0.200420573,11.0,0.188,3.2,27.2,0
AB07CC0030,56.72028,-111.40556,2021-10-07 10:00:00,07CC,8.19,12.01,321.6,6.25,2021,10,240.5357361,2.6102705,10.0,0.206,4.5,9.2,0
AB05ED0100,53.88889,-110.92111,2021-10-12 13:20:00,05ED,7.14,1.62,796.0,5.9,2021,10,582.4170532,4.449137211,12.0,0.188,3.2,5.2,0
AB05CA0045,51.80198,-114.66324,2021-10-12 12:00:00,05CA,7.95,11.69,493.0,5.23,2021,10,1105.551392,0.151217431,8.0,0.196,4.5,22.7,25
AB05AB0100,49.63926,-113.79526,2021-10-14 11:45:00,05AB,8.4,11.72,839.0,3.85,2021,10,1092.840088,1.027666211,8.0,0.196,5.9,37.6,0
AB06AD0130,54.25139,-110.02972,2021-10-14 11:50:00,06AD,8.23,13.07,444.0,3.68,2021,10,491.5502319,0.449382424,8.0,0.188,4.9,17.2,0
AB06AC0100,54.43044,-110.48254,2021-10-14 13:30:00,06AC,8.19,13.07,406.7,3.68,2021,10,505.0038147,1.72106564,11.0,0.188,4.9,17.2,0
AB06AD0060,54.355,-110.21444,2021-10-14 12:45:00,06AD,8.36,13.41,422.1,3.61,2021,10,494.412262,1.154949188,10.0,0.188,4.9,17.2,0
AB05AD0070,49.47882,-113.30135,2021-10-12 09:30:00,05AD,8.11,12.95,354.0,3.39,2021,10,980.2529907,1.081493616,12.0,0.196,6.4,39.5,0
AB05AD0240,49.7275,-113.17806,2021-10-12 08:10:00,05AD,8.07,12.49,291.0,4.3,2021,10,898.3754883,4.490865707,12.0,0.196,6.6,39.6,0
AB05CH0120,50.84222,-111.60417,2021-10-14 10:00:00,05CH,7.93,10.23,1024.0,5.06,2021,10,637.9532471,0.785174131,7.0,0.074,6.9,3.0,0
AB05CC0460,52.35664,-113.79567,2021-10-13 11:45:00,05CC,8.17,11.19,571.0,3.3,2021,10,844.72229,0.386448085,12.0,0.219,4.0,20.6,1
AB05BM0590,50.77313,-112.84547,2021-10-06 09:25:00,05BM,8.25,9.92,380.0,10.12,2021,10,812.2988281,1.346238852,8.0,0.154,6.0,5.9,0
AB05BH0010,51.18306,-114.48708,2021-10-05 08:40:00,05BH,8.12,10.18,299.0,8.73,2021,10,1120.670044,1.814611316,8.0,0.217,3.0,34.3,40
AB05BM0010,50.82575,-113.44211,2021-10-06 11:00:00,05BM,8.25,10.05,382.0,9.84,2021,10,909.9938965,1.647593737,12.0,0.154,5.6,21.6,0
AB05BN0010,50.04786,-111.59199,2021-10-07 11:35:00,05BN,8.4,10.57,409.0,10.8,2021,10,700.5982666,2.371221304,8.0,0.087,8.0,24.2,0
AB05DF0030,53.33722,-113.8175,2021-10-14 14:30:00,05DF,8.01,12.33,1014.0,5.15,2021,10,653.0944824,9.210365295,12.0,0.219,4.4,22.2,0
AB05BJ0450,51.04483,-114.04194,2021-10-05 10:45:00,05BJ,8.25,10.16,429.0,11.06,2021,10,1040.355713,0.6929245,13.0,0.217,5.3,29.9,146
AB05CA0015,51.73667,-114.65444,2021-10-12 09:45:00,05CA,8.09,12.58,404.0,0.2,2021,10,1115.195801,0.968437791,8.0,0.196,4.5,22.7,0
AB05CA0090,51.92645,-114.68533,2021-10-12 12:30:00,05CA,8.21,12.26,411.0,3.36,2021,10,1073.328979,0.349916279,9.0,0.219,3.5,20.9,9
AB07BK0125,55.20667,-114.1225,2021-10-13 12:50:00,07BK,8.11,11.86,197.6,5.74,2021,10,561.3552856,1.418970466,9.0,0.139,3.5,46.1,0
AB07BK0125,55.20667,-114.1225,2021-10-13 12:50:00,07BK,8.11,11.86,197.6,5.74,2021,10,561.3552856,1.418970466,9.0,0.139,3.8,18.8,0
AB05CJ0030,50.84167,-111.93056,2021-10-14 08:50:00,05CJ,8.24,12.05,846.0,2.71,2021,10,698.5332031,0.413563311,8.0,0.145,6.1,3.4,0
AB11AA0070,49.14541,-111.30734,2021-10-06 09:20:00,11AA,8.38,11.33,815.0,10.09,2021,10,881.9883423,0.03737447,5.0,0.087,7.6,11.6,0
AB11AA0150,49.14811,-112.16728,2021-10-07 09:00:00,11AA,8.31,11.43,488.0,7.03,2021,10,1061.836914,2.844055891,8.0,0.154,6.3,16.7,0
AB05DE0155,53.24778,-114.70639,2021-10-14 12:30:00,05DE,7.95,12.01,541.0,2.93,2021,10,739.3805542,0.838869512,10.0,0.219,4.1,25.4,6
AB11AA0270,49.02673,-112.96927,2021-10-07 11:10:00,11AA,8.32,12.62,412.0,7.18,2021,10,1255.405762,2.214713573,8.0,0.217,5.3,23.0,0
AB05DF0010,53.36889,-113.75139,2021-10-04 11:05:00,05DF,8.13,10.71,304.7,9.1,2021,10,629.4031982,5.696750641,10.0,0.244,4.4,20.2,0
AB05EC0010,53.99092,-112.47592,2021-10-07 11:15:00,05EC,8.42,10.91,325.2,8.06,2021,10,563.9403687,3.655014753,12.0,0.206,3.6,8.5,0
AB05AA1595,49.55748,-113.82139,2021-10-14 12:20:00,05AA,8.55,10.87,280.0,10.83,2021,10,1038.801025,0.36166653,8.0,0.196,5.9,37.6,0
AB07FD0135,56.09319,-117.56608,2021-10-13 11:15:00,07FD,7.97,11.23,212.0,7.68,2021,10,321.2747498,3.074247122,8.0,0.139,4.0,12.1,0
AB07BC0025,54.44931,-113.99236,2021-10-13 11:15:00,07BC,7.5,11.67,375.3,2.86,2021,10,598.786499,0.701555371,12.0,0.188,2.7,42.9,0
AB05AA0480,49.54628,-113.79454,2021-10-14 11:00:00,05AA,8.33,12.2,475.0,2.64,2021,10,1038.515015,1.410951257,8.0,0.196,5.9,37.6,0
AB05AA0440,49.48194,-113.96861,2021-10-14 10:15:00,05AA,8.27,12.0,457.0,1.83,2021,10,1164.126099,7.901593208,12.0,0.196,5.3,46.1,0
AB05CC0010,52.26722,-113.86361,2021-10-13 09:00:00,05CC,8.2,11.51,376.0,4.06,2021,10,864.8457031,1.969523072,12.0,0.219,3.9,1.0,15
AB05CD0375,51.65056,-112.90306,2021-10-13 13:15:00,05CD,8.34,12.63,395.0,8.29,2021,10,690.7446899,1.986792326,12.0,0.145,5.4,9.0,0
AB05CD0250,52.30548,-113.07658,2021-10-13 12:45:00,05CD,8.39,13.12,407.0,4.9,2021,10,748.2609253,3.251692772,12.0,0.219,5.3,9.2,21
AB05CA0050,51.79583,-114.635,2021-10-12 11:15:00,05CA,8.18,12.58,414.0,1.63,2021,10,1094.240356,0.29720214,8.0,0.196,4.5,22.7,11
AB05CJ0070,50.83861,-111.17667,2021-10-14 11:15:00,05CJ,8.3,12.36,447.0,4.22,2021,10,620.0371094,0.77273196,8.0,0.074,7.0,6.1,0
AB05EC0065,53.89667,-112.99556,2021-10-12 14:05:00,05EC,8.11,12.24,606.0,4.4,2021,10,597.2590942,1.01536572,9.0,0.219,5.7,17.2,0
AB05DE0015,53.05222,-115.05083,2021-10-14 10:00:00,05DE,8.18,12.54,487.0,0.31,2021,10,775.7210083,1.993286729,10.0,0.219,4.8,3.4,0
AB05CE0100,51.41528,-112.62972,2021-10-07 14:40:00,05CE,8.48,11.18,651.0,11.18,2021,10,676.1588135,0.660646439,12.0,0.154,6.8,11.7,0
AB07GJ0010,55.71556,-117.62194,2021-10-13 12:45:00,07GJ,8.19,11.78,329.0,5.6,2021,10,375.9607239,1.002419353,10.0,0.139,4.1,14.5,0
AB05AJ0060,50.04292,-110.72608,2021-10-14 09:10:00,05AJ,8.28,11.48,379.0,5.14,2021,10,656.0934448,1.23671627,8.0,0.074,8.4,11.8,47
AB05DF0020,53.31111,-114.05139,2021-10-14 13:45:00,05DF,7.97,12.07,837.0,4.25,2021,10,650.2253418,2.354493618,12.0,0.219,4.4,22.2,0
AB05EA0025,53.83278,-113.28278,2021-10-12 17:15:00,05EA,8.08,12.97,1084.0,4.75,2021,10,624.8803711,0.565884769,12.0,0.219,5.7,17.2,0
AB05CE0680,51.53266,-112.88884,2021-10-07 07:45:00,05CE,8.73,10.21,1631.0,6.57,2021,10,688.8858032,0.83265537,12.0,0.154,6.8,11.7,0
AB05DE2000,53.35194,-114.65972,2021-10-14 11:45:00,05DE,7.56,9.47,990.0,4.5,2021,10,722.1881104,0.508582652,12.0,0.219,4.1,25.4,0
AB05EE0530,53.65127,-110.34401,2021-10-12 11:45:00,05EE,8.35,12.05,798.0,4.06,2021,10,509.3190308,2.055208683,12.0,0.142,4.0,8.8,0
AB07GE0165,55.13667,-118.30833,2021-10-14 10:00:00,07GE,8.42,12.38,323.0,3.3,2021,10,487.345459,0.68732971,10.0,0.139,3.1,22.9,0
AB07GE0020,55.07194,-118.80472,2021-10-14 12:30:00,07GE,8.27,12.5,289.0,2.63,2021,10,521.3369751,0.863822103,10.0,0.139,3.1,20.0,7
AB05CC0225,52.27096,-113.8022,2021-10-13 11:00:00,05CC,7.8,9.05,1143.0,3.14,2021,10,855.1530151,0.258586854,13.0,0.219,3.9,1.0,32
AB05AD0190,49.43028,-113.49583,2021-10-12 10:20:00,05AD,8.13,12.79,242.0,5.52,2021,10,1041.878418,4.099010468,12.0,0.196,6.4,39.5,0
AB05DF0840,53.3,-113.97972,2021-10-14 14:45:00,05DF,7.77,5.89,842.0,5.81,2021,10,689.203064,0.644878209,12.0,0.219,4.4,22.2,0
AB05DF0260,53.48361,-113.55444,2021-10-14 16:30:00,05DF,8.07,12.98,935.0,4.86,2021,10,626.4703369,1.999163032,13.0,0.219,5.8,19.7,22
AB07AD0100,53.36883,-117.72562,2022-04-13 13:00:00,07AD,8.14,13.02,446.0,0.26,2022,4,968.2740479,7.371900082,9.0,0.079,1.7,4.4,0
AB07DD0010,58.38278,-111.51778,2022-04-12 11:00:00,07DD,7.48,11.65,302.2,0.01,2022,4,221.0250397,1.331387877,10.0,0.079,-4.1,15.9,0
AB07DD0010,58.38278,-111.51778,2022-04-12 11:00:00,07DD,7.48,11.65,302.2,0.01,2022,4,221.0250397,1.331387877,10.0,0.079,-3.9,5.1,0
AB07BE0010,54.72222,-113.28611,2022-04-19 11:20:00,07BE,8.08,13.22,310.1,0.11,2022,4,510.3901062,1.253601551,10.0,0.076,2.0,18.4,0
AB07BD0010,54.43222,-114.48333,2022-04-20 10:30:00,07BD,8.27,14.08,366.0,2.31,2022,4,580.3129883,0.200420573,11.0,0.076,2.4,27.5,0
AB07CC0030,56.72028,-111.40556,2022-04-11 12:00:00,07CC,8.01,13.39,279.2,0.16,2022,4,240.5357361,2.6102705,10.0,0.079,0.7,5.0,0
AB05ED0100,53.88889,-110.92111,2022-04-21 12:55:00,05ED,7.48,11.72,451.0,0.23,2022,4,582.4170532,4.449137211,12.0,0.076,1.2,11.2,0
AB05ED0100,53.88889,-110.92111,2022-04-26 12:30:00,05ED,7.57,11.45,449.6,6.22,2022,4,582.4170532,4.449137211,12.0,0.084,1.2,11.2,0
AB05FA0060,52.65881,-113.67508,2022-04-12 09:00:00,05FA,7.84,11.96,698.9,1.11,2022,4,804.4741211,0.64455384,12.0,0.103,2.7,10.9,0
AB05FA0340,52.93736,-112.84861,2022-04-12 10:25:00,05FA,7.85,11.6,430.9,0.98,2022,4,683.4337158,0.636118114,12.0,0.037,2.2,18.5,0
AB05AB0100,49.63926,-113.79526,2022-04-25 11:00:00,05AB,8.36,10.29,696.0,9.73,2022,4,1092.840088,1.027666211,8.0,0.114,1.7,6.8,0
AB06AD0130,54.25139,-110.02972,2022-04-13 10:50:00,06AD,7.57,10.96,340.4,0.12,2022,4,491.5502319,0.449382424,8.0,0.079,1.4,21.0,0
AB06AC0100,54.43044,-110.48254,2022-04-13 13:00:00,06AC,7.48,11.27,326.5,0.05,2022,4,505.0038147,1.72106564,11.0,0.079,1.4,21.0,0
AB06AD0060,54.355,-110.21444,2022-04-13 11:30:00,06AD,7.52,11.16,335.8,0.05,2022,4,494.412262,1.154949188,10.0,0.079,1.4,21.0,0
AB05AD0070,49.47882,-113.30135,2022-04-21 09:45:00,05AD,8.18,11.13,415.0,4.1,2022,4,980.2529907,1.081493616,12.0,0.101,2.5,12.4,0
AB05AD0240,49.7275,-113.17806,2022-04-21 08:30:00,05AD,8.25,11.11,357.0,4.11,2022,4,898.3754883,4.490865707,12.0,0.101,2.7,5.5,0
AB07AC0015,54.0121,-116.96656,2022-04-21 12:15:00,07AC,8.25,13.13,377.0,0.42,2022,4,864.2140503,1.843506694,9.0,0.076,1.1,20.6,0
AB05CH0120,50.84222,-111.60417,2022-04-12 11:40:00,05CH,8.32,12.9,910.0,1.72,2022,4,637.9532471,0.785174131,7.0,0.079,3.7,5.7,0
AB05DC0021,52.36861,-116.29889,2022-04-20 14:00:00,05DC,7.9,11.86,489.6,0.38,2022,4,1289.550903,8.337956429,9.0,0.093,-0.7,38.4,0
AB05BM0590,50.77313,-112.84547,2022-04-12 09:30:00,05BM,8.41,12.13,415.0,2.47,2022,4,812.2988281,1.346238852,8.0,0.094,3.3,9.6,0
AB05BM0010,50.82575,-113.44211,2022-04-12 12:00:00,05BM,8.2,12.48,420.0,2.03,2022,4,909.9938965,1.647593737,12.0,0.094,2.5,9.9,0
AB05BN0010,50.04786,-111.59199,2022-04-21 11:30:00,05BN,8.35,12.16,472.0,3.93,2022,4,700.5982666,2.371221304,8.0,0.079,5.0,2.6,0
